age,gender,weight_kg,height_cm,bmi,activity_level,fitness_level,goal,personality,location,hours_available_per_week,monthly_budget_usd,health_issue,prefers_team_sport,prefers_outdoor,prefers_contact_sport,risk_tolerance,competitive_level,coordination_level,striking_preference,grappling_preference,speed_agility,endurance_level,preferred_distance,recommended_sport,sport_difficulty,sport_type,sport_environment,sport_budget_level,calories_burned_per_hour,user_id,user_rating,clicked,practiced
26,Male,104.3,170.7,35.8,Lightly Active,Beginner,Social / Meet People,Introvert,Urban,4.1,15.0,Asthma,0,0,1,1,4,2,1,0,0,2,4,Chess,Low,Individual,Indoor,Low,100,U00118,3.6,1,1
68,Male,77.7,172.9,26.0,Lightly Active,Intermediate,Reduce Stress,Ambivert,Urban,2.9,48.0,Knee Pain,0,0,1,0,3,1,1,0,0,1,5,Chess,Low,Individual,Indoor,Low,100,U00119,4.5,1,1
65,Female,36.6,154.1,15.4,Lightly Active,Beginner,Have Fun,Introvert,Suburban,1.3,2.0,None,0,0,0,0,5,2,0,1,2,0,4,Chess,Low,Individual,Indoor,Low,100,U00120,4.9,1,1
69,Female,110.1,164.1,40.9,Lightly Active,Intermediate,Social / Meet People,Introvert,Urban,3.0,23.0,Heart Condition,0,0,1,0,3,0,1,0,0,0,3,Chess,Low,Individual,Indoor,Low,100,U00121,4.7,1,1
9,Female,94.0,148.0,42.9,Lightly Active,Beginner,Social / Meet People,Ambivert,Suburban,2.9,23.0,None,0,0,0,0,5,0,0,0,0,2,3,Chess,Low,Individual,Indoor,Low,100,U00122,4.7,1,1
15,Male,47.8,172.3,16.1,Sedentary,Advanced,Have Fun,Introvert,Rural,1.4,1.0,Heart Condition,0,0,1,0,4,2,1,1,2,2,5,Chess,Low,Individual,Indoor,Low,100,U00123,5.0,1,1
14,Male,38.1,145.5,18.0,Lightly Active,Intermediate,Reduce Stress,Extrovert,Rural,1.4,48.0,None,0,0,0,1,5,1,0,0,1,1,3,Chess,Low,Individual,Indoor,Low,100,U00124,4.6,1,1
48,Male,91.3,171.9,30.9,Lightly Active,Advanced,Reduce Stress,Extrovert,Urban,1.6,24.0,Knee Pain,0,0,1,0,3,2,1,1,1,2,4,Chess,Low,Individual,Indoor,Low,100,U00125,4.0,1,1
22,Male,79.3,167.7,28.2,Sedentary,Intermediate,Reduce Stress,Extrovert,Urban,4.4,25.0,None,0,0,1,0,5,1,1,1,2,2,3,Chess,Low,Individual,Indoor,Low,100,U00126,3.7,1,0
19,Male,81.3,161.2,31.3,Sedentary,Beginner,Reduce Stress,Introvert,Suburban,5.2,36.0,Asthma,0,0,1,0,4,1,0,0,1,0,3,Chess,Low,Individual,Indoor,Low,100,U00127,3.8,1,0
25,Female,108.1,165.4,39.5,Sedentary,Advanced,Social / Meet People,Ambivert,Urban,3.1,38.0,None,0,0,1,0,5,1,0,0,0,1,5,Chess,Low,Individual,Indoor,Low,100,U00128,4.4,1,0
51,Male,119.9,170.4,41.3,Sedentary,Advanced,Reduce Stress,Extrovert,Urban,4.7,44.0,Asthma,0,0,1,0,4,1,0,0,1,0,4,Chess,Low,Individual,Indoor,Low,100,U00129,4.2,0,1
46,Male,113.1,171.4,38.5,Lightly Active,Intermediate,Reduce Stress,Extrovert,Suburban,1.2,37.0,None,0,0,1,0,3,2,1,0,2,2,4,Chess,Low,Individual,Indoor,Low,100,U00130,3.7,1,0
63,Male,125.5,167.2,44.9,Lightly Active,Advanced,Have Fun,Extrovert,Suburban,4.0,20.0,Heart Condition,0,0,1,1,5,0,1,1,1,0,3,Chess,Low,Individual,Indoor,Low,100,U00131,4.0,1,1
27,Male,100.4,171.1,34.3,Lightly Active,Beginner,Reduce Stress,Ambivert,Suburban,3.4,30.0,Back Pain,0,0,0,1,5,0,0,1,2,1,3,Chess,Low,Individual,Indoor,Low,100,U00132,4.8,1,0
19,Female,130.0,178.3,44.5,Sedentary,Advanced,Social / Meet People,Introvert,Suburban,2.6,22.0,Knee Pain,0,0,0,1,3,2,1,0,2,2,3,Chess,Low,Individual,Indoor,Low,100,U00133,3.9,1,1
67,Female,83.9,156.9,34.1,Lightly Active,Advanced,Social / Meet People,Ambivert,Suburban,6.0,37.0,None,0,0,1,1,3,0,1,0,1,1,5,Chess,Low,Individual,Indoor,Low,100,U00134,3.5,1,1
20,Male,55.5,188.0,15.7,Lightly Active,Intermediate,Have Fun,Extrovert,Urban,5.6,39.0,Back Pain,0,0,1,0,4,1,0,0,0,0,3,Chess,Low,Individual,Indoor,Low,100,U00135,3.7,1,1
28,Female,91.1,163.9,33.9,Lightly Active,Advanced,Social / Meet People,Extrovert,Rural,3.2,36.0,None,0,0,1,1,3,2,1,1,0,0,4,Chess,Low,Individual,Indoor,Low,100,U00136,4.6,1,1
31,Female,44.4,165.0,16.3,Lightly Active,Advanced,Social / Meet People,Ambivert,Suburban,2.2,14.0,Knee Pain,0,0,0,0,4,0,0,1,2,1,4,Chess,Low,Individual,Indoor,Low,100,U00137,4.8,1,1
50,Male,105.0,165.8,38.2,Lightly Active,Advanced,Social / Meet People,Extrovert,Rural,5.8,28.0,Heart Condition,0,0,1,1,4,0,0,1,0,1,3,Chess,Low,Individual,Indoor,Low,100,U00138,4.0,1,1
10,Male,40.4,139.0,20.9,Lightly Active,Beginner,Social / Meet People,Ambivert,Urban,5.7,48.0,Heart Condition,0,0,0,0,4,0,1,0,1,0,5,Chess,Low,Individual,Indoor,Low,100,U00139,5.0,1,0
29,Male,68.8,177.6,21.8,Lightly Active,Intermediate,Social / Meet People,Introvert,Rural,4.5,27.0,Knee Pain,0,0,0,1,3,0,1,1,0,1,4,Chess,Low,Individual,Indoor,Low,100,U00140,4.8,1,0
41,Female,73.0,163.2,27.4,Sedentary,Advanced,Reduce Stress,Ambivert,Suburban,5.0,23.0,Back Pain,0,0,0,0,5,0,1,1,2,1,4,Chess,Low,Individual,Indoor,Low,100,U00141,4.0,1,0
22,Female,54.0,165.1,19.8,Lightly Active,Advanced,Have Fun,Introvert,Suburban,4.8,28.0,Knee Pain,0,0,0,1,4,2,1,1,0,1,5,Chess,Low,Individual,Indoor,Low,100,U00142,3.8,1,1
13,Male,69.6,141.6,34.7,Sedentary,Advanced,Reduce Stress,Ambivert,Rural,3.2,10.0,Asthma,0,0,1,1,3,0,0,1,2,0,5,Chess,Low,Individual,Indoor,Low,100,U00143,4.8,1,1
22,Female,75.7,163.3,28.4,Lightly Active,Intermediate,Social / Meet People,Ambivert,Urban,5.5,14.0,None,0,0,1,0,5,0,1,1,2,0,4,Chess,Low,Individual,Indoor,Low,100,U00144,4.0,1,1
13,Female,44.6,159.6,17.5,Lightly Active,Beginner,Social / Meet People,Extrovert,Rural,5.8,21.0,Heart Condition,0,0,0,1,3,1,1,1,1,1,5,Chess,Low,Individual,Indoor,Low,100,U00145,4.2,1,0
66,Male,56.2,177.7,17.8,Lightly Active,Beginner,Reduce Stress,Extrovert,Suburban,2.9,49.0,Asthma,0,0,0,0,4,1,1,0,0,2,4,Chess,Low,Individual,Indoor,Low,100,U00146,4.3,1,1
54,Female,72.3,158.4,28.8,Sedentary,Intermediate,Reduce Stress,Ambivert,Suburban,1.9,36.0,Knee Pain,0,0,1,0,3,2,1,1,0,2,5,Chess,Low,Individual,Indoor,Low,100,U00147,4.7,1,1
25,Female,78.7,156.1,32.3,Sedentary,Beginner,Social / Meet People,Extrovert,Rural,2.3,2.0,Heart Condition,0,0,1,1,4,2,1,1,2,2,4,Chess,Low,Individual,Indoor,Low,100,U00148,4.9,1,1
16,Female,66.8,175.1,21.8,Lightly Active,Advanced,Social / Meet People,Ambivert,Rural,4.5,26.0,Heart Condition,0,0,0,0,3,0,1,1,1,0,5,Chess,Low,Individual,Indoor,Low,100,U00149,3.5,1,1
16,Male,49.1,181.0,15.0,Sedentary,Advanced,Reduce Stress,Extrovert,Suburban,2.1,19.0,Back Pain,0,0,0,1,5,1,0,1,0,0,4,Chess,Low,Individual,Indoor,Low,100,U00150,3.5,1,0
33,Female,63.8,165.1,23.4,Lightly Active,Beginner,Social / Meet People,Extrovert,Rural,5.1,35.0,Asthma,0,0,1,0,5,1,0,0,2,2,3,Chess,Low,Individual,Indoor,Low,100,U00151,3.6,1,1
67,Male,56.5,177.6,17.9,Lightly Active,Beginner,Have Fun,Introvert,Suburban,4.0,15.0,Back Pain,0,0,1,1,3,2,1,1,1,0,3,Chess,Low,Individual,Indoor,Low,100,U00152,4.4,1,1
53,Female,126.6,174.0,41.8,Sedentary,Advanced,Social / Meet People,Introvert,Suburban,5.0,2.0,Back Pain,0,0,0,1,4,1,0,0,0,0,3,Chess,Low,Individual,Indoor,Low,100,U00153,4.9,0,1
10,Female,93.0,152.7,39.9,Lightly Active,Beginner,Have Fun,Ambivert,Rural,1.4,46.0,None,0,0,0,1,3,1,1,0,2,1,3,Chess,Low,Individual,Indoor,Low,100,U00154,4.7,0,1
36,Male,71.2,179.5,22.1,Sedentary,Intermediate,Have Fun,Ambivert,Suburban,2.3,14.0,Back Pain,0,0,0,0,3,2,1,1,1,0,4,Chess,Low,Individual,Indoor,Low,100,U00155,4.3,1,1
24,Male,55.9,170.7,19.2,Lightly Active,Intermediate,Have Fun,Introvert,Urban,3.4,31.0,Back Pain,0,0,1,0,3,0,0,1,0,1,3,Chess,Low,Individual,Indoor,Low,100,U00156,3.8,1,1
69,Female,42.7,162.8,16.1,Lightly Active,Beginner,Reduce Stress,Ambivert,Urban,3.2,11.0,Knee Pain,0,0,0,1,4,0,0,1,0,0,3,Chess,Low,Individual,Indoor,Low,100,U00157,4.8,1,1
24,Female,92.2,169.2,32.2,Sedentary,Beginner,Social / Meet People,Extrovert,Rural,3.3,46.0,Heart Condition,0,0,0,1,5,0,0,0,0,0,3,Chess,Low,Individual,Indoor,Low,100,U00158,4.7,0,1
33,Male,130.0,175.6,43.6,Sedentary,Beginner,Social / Meet People,Extrovert,Rural,4.6,41.0,None,0,0,0,1,4,1,1,1,1,0,5,Chess,Low,Individual,Indoor,Low,100,U00159,4.0,1,1
43,Female,84.9,164.2,31.5,Sedentary,Beginner,Reduce Stress,Ambivert,Rural,4.7,21.0,Heart Condition,0,0,0,1,4,2,0,0,1,1,4,Chess,Low,Individual,Indoor,Low,100,U00160,3.7,1,1
58,Female,46.2,158.1,18.5,Sedentary,Advanced,Reduce Stress,Ambivert,Urban,5.5,3.0,Knee Pain,0,0,0,0,4,2,0,0,2,0,5,Chess,Low,Individual,Indoor,Low,100,U00161,4.7,1,1
33,Male,78.5,176.1,25.3,Sedentary,Beginner,Reduce Stress,Introvert,Suburban,5.3,20.0,Heart Condition,0,0,0,0,3,1,1,1,1,2,5,Chess,Low,Individual,Indoor,Low,100,U00162,4.5,1,1
35,Female,104.5,156.8,42.5,Sedentary,Advanced,Social / Meet People,Extrovert,Rural,4.0,35.0,None,0,0,1,0,4,0,0,1,0,0,3,Chess,Low,Individual,Indoor,Low,100,U00163,3.6,0,1
54,Female,71.4,164.4,26.4,Sedentary,Advanced,Social / Meet People,Ambivert,Rural,3.0,16.0,Heart Condition,0,0,1,1,4,0,0,1,0,0,4,Chess,Low,Individual,Indoor,Low,100,U00164,4.0,1,0
12,Female,30.0,130.0,15.8,Sedentary,Advanced,Social / Meet People,Introvert,Suburban,1.2,2.0,Back Pain,0,0,1,0,4,1,0,0,2,0,4,Chess,Low,Individual,Indoor,Low,100,U00165,3.6,1,1
49,Male,77.6,172.1,26.2,Sedentary,Advanced,Reduce Stress,Extrovert,Urban,5.9,14.0,Asthma,0,0,0,0,4,0,0,0,0,0,4,Chess,Low,Individual,Indoor,Low,100,U00166,3.7,1,1
52,Female,64.3,169.4,22.4,Sedentary,Advanced,Social / Meet People,Extrovert,Suburban,2.3,10.0,None,0,0,0,1,5,0,1,0,2,2,3,Chess,Low,Individual,Indoor,Low,100,U00167,4.4,1,1
35,Male,102.1,173.8,33.8,Sedentary,Advanced,Have Fun,Introvert,Rural,5.4,31.0,None,0,0,1,1,5,0,0,0,0,0,3,Chess,Low,Individual,Indoor,Low,100,U00168,3.7,1,1
43,Female,53.3,156.4,21.8,Lightly Active,Advanced,Have Fun,Extrovert,Rural,2.8,23.0,Heart Condition,0,0,1,0,5,0,0,1,0,1,4,Chess,Low,Individual,Indoor,Low,100,U00169,5.0,1,0
19,Female,117.0,162.3,44.4,Lightly Active,Intermediate,Social / Meet People,Ambivert,Suburban,3.5,26.0,Back Pain,0,0,0,1,3,2,1,0,2,0,4,Chess,Low,Individual,Indoor,Low,100,U00170,4.0,1,1
34,Female,68.9,156.0,28.3,Sedentary,Advanced,Social / Meet People,Ambivert,Urban,3.4,50.0,Asthma,0,0,0,0,3,0,0,1,2,2,4,Chess,Low,Individual,Indoor,Low,100,U00171,3.5,1,1
10,Male,93.7,157.2,37.9,Lightly Active,Beginner,Reduce Stress,Ambivert,Rural,4.5,7.0,Heart Condition,0,0,1,1,4,0,1,0,1,0,4,Chess,Low,Individual,Indoor,Low,100,U00172,4.8,1,1
54,Male,128.2,169.0,44.9,Lightly Active,Intermediate,Have Fun,Ambivert,Suburban,1.1,37.0,None,0,0,0,0,5,0,0,1,0,0,5,Chess,Low,Individual,Indoor,Low,100,U00173,3.6,1,1
8,Female,55.8,143.8,27.0,Lightly Active,Intermediate,Reduce Stress,Extrovert,Rural,1.3,17.0,Back Pain,0,0,1,1,3,0,1,1,0,0,5,Chess,Low,Individual,Indoor,Low,100,U00174,4.5,1,1
66,Female,65.3,164.9,24.0,Lightly Active,Beginner,Social / Meet People,Extrovert,Suburban,2.2,24.0,Knee Pain,0,0,1,1,3,2,0,1,1,2,5,Chess,Low,Individual,Indoor,Low,100,U00175,4.3,0,0
15,Male,127.6,173.9,42.2,Sedentary,Advanced,Have Fun,Ambivert,Urban,3.7,11.0,Heart Condition,0,0,0,0,3,2,0,0,1,2,3,Chess,Low,Individual,Indoor,Low,100,U00176,4.1,1,1
62,Male,130.0,179.9,41.0,Lightly Active,Intermediate,Reduce Stress,Extrovert,Suburban,3.3,12.0,Heart Condition,0,0,1,0,4,1,0,1,0,2,5,Chess,Low,Individual,Indoor,Low,100,U00177,4.0,1,0
15,Female,101.4,156.3,41.5,Lightly Active,Intermediate,Social / Meet People,Ambivert,Urban,4.7,16.0,None,0,0,1,0,4,1,1,1,1,0,5,Chess,Low,Individual,Indoor,Low,100,U00178,3.7,1,1
31,Female,75.3,161.1,29.0,Lightly Active,Beginner,Have Fun,Introvert,Rural,5.1,6.0,None,0,0,0,1,4,2,0,0,2,0,4,Chess,Low,Individual,Indoor,Low,100,U00179,4.5,1,1
55,Female,70.3,162.6,26.6,Sedentary,Beginner,Social / Meet People,Extrovert,Rural,1.8,36.0,Heart Condition,0,0,0,0,5,0,1,0,0,1,3,Chess,Low,Individual,Indoor,Low,100,U00180,3.6,1,0
28,Female,117.8,174.9,38.5,Lightly Active,Beginner,Reduce Stress,Introvert,Urban,3.5,19.0,None,0,0,0,0,4,1,0,1,0,2,3,Chess,Low,Individual,Indoor,Low,100,U00181,4.9,1,1
20,Female,82.4,150.0,36.6,Sedentary,Beginner,Reduce Stress,Ambivert,Suburban,5.4,11.0,Heart Condition,0,0,0,0,3,1,0,1,2,1,5,Chess,Low,Individual,Indoor,Low,100,U00182,3.5,1,0
35,Female,100.3,171.0,34.3,Sedentary,Intermediate,Reduce Stress,Introvert,Urban,2.4,18.0,None,0,0,0,1,4,1,0,1,2,0,4,Chess,Low,Individual,Indoor,Low,100,U00183,4.2,1,1
53,Male,42.1,164.3,15.6,Lightly Active,Intermediate,Reduce Stress,Ambivert,Urban,4.7,17.0,Asthma,0,0,1,1,3,2,0,1,1,1,4,Chess,Low,Individual,Indoor,Low,100,U00184,3.7,1,1
8,Female,55.0,138.7,28.6,Lightly Active,Advanced,Have Fun,Extrovert,Rural,3.9,4.0,None,0,0,1,0,4,2,1,1,0,0,3,Chess,Low,Individual,Indoor,Low,100,U00185,3.9,0,1
62,Female,89.3,166.8,32.1,Lightly Active,Advanced,Have Fun,Introvert,Rural,5.4,34.0,Back Pain,0,0,1,0,5,0,1,1,0,1,5,Chess,Low,Individual,Indoor,Low,100,U00186,3.5,1,1
11,Female,32.2,137.7,17.0,Sedentary,Beginner,Reduce Stress,Extrovert,Urban,4.7,24.0,Knee Pain,0,0,1,1,3,2,0,1,1,2,5,Chess,Low,Individual,Indoor,Low,100,U00187,4.8,1,1
39,Female,93.0,159.0,36.8,Sedentary,Intermediate,Have Fun,Extrovert,Urban,4.9,29.0,Back Pain,0,0,0,0,5,2,1,0,2,0,3,Chess,Low,Individual,Indoor,Low,100,U00188,4.4,0,1
54,Female,69.8,166.8,25.1,Lightly Active,Beginner,Social / Meet People,Ambivert,Urban,4.4,35.0,Knee Pain,0,0,0,1,3,2,1,1,0,1,4,Chess,Low,Individual,Indoor,Low,100,U00189,4.7,1,1
34,Female,94.1,163.0,35.4,Sedentary,Intermediate,Reduce Stress,Extrovert,Suburban,4.8,27.0,Heart Condition,0,0,0,1,5,1,1,0,0,2,3,Chess,Low,Individual,Indoor,Low,100,U00190,3.8,0,1
24,Female,105.1,153.2,44.8,Lightly Active,Advanced,Social / Meet People,Extrovert,Urban,2.0,48.0,Back Pain,0,0,1,1,3,2,0,0,1,2,5,Chess,Low,Individual,Indoor,Low,100,U00191,3.7,1,0
62,Female,55.7,164.0,20.7,Sedentary,Beginner,Social / Meet People,Introvert,Suburban,4.5,20.0,Knee Pain,0,0,1,0,3,1,1,1,2,1,3,Chess,Low,Individual,Indoor,Low,100,U00192,4.9,1,1
50,Male,118.0,175.3,38.4,Lightly Active,Intermediate,Reduce Stress,Introvert,Suburban,4.0,42.0,Asthma,0,0,0,1,4,2,0,0,1,1,5,Chess,Low,Individual,Indoor,Low,100,U00193,4.0,0,1
15,Female,41.8,162.1,15.9,Sedentary,Beginner,Have Fun,Extrovert,Urban,1.8,50.0,Knee Pain,0,0,0,0,3,0,0,0,2,0,4,Chess,Low,Individual,Indoor,Low,100,U00194,3.9,1,0
42,Male,124.1,168.9,43.5,Sedentary,Intermediate,Reduce Stress,Introvert,Suburban,6.0,19.0,Heart Condition,0,0,0,1,3,1,0,1,1,0,5,Chess,Low,Individual,Indoor,Low,100,U00195,5.0,1,1
17,Male,129.0,172.2,43.5,Sedentary,Advanced,Social / Meet People,Introvert,Rural,2.6,42.0,Heart Condition,0,0,1,0,5,2,0,1,0,0,4,Chess,Low,Individual,Indoor,Low,100,U00196,4.5,1,1
11,Male,72.1,156.9,29.3,Sedentary,Intermediate,Have Fun,Introvert,Urban,2.5,30.0,Asthma,0,0,1,0,5,1,0,0,0,0,5,Chess,Low,Individual,Indoor,Low,100,U00197,4.7,1,1
54,Female,72.6,168.4,25.6,Lightly Active,Advanced,Reduce Stress,Introvert,Urban,3.7,14.0,Heart Condition,0,0,0,0,4,0,1,0,0,0,3,Chess,Low,Individual,Indoor,Low,100,U00198,4.8,0,1
67,Female,72.7,167.5,25.9,Sedentary,Intermediate,Social / Meet People,Ambivert,Suburban,1.1,22.0,Back Pain,0,0,1,0,4,2,0,1,2,0,3,Chess,Low,Individual,Indoor,Low,100,U00199,4.1,1,1
20,Male,129.4,181.0,39.5,Lightly Active,Advanced,Social / Meet People,Extrovert,Urban,2.9,45.0,Asthma,0,0,0,1,4,0,1,0,0,2,5,Chess,Low,Individual,Indoor,Low,100,U00200,4.3,1,1
38,Female,98.1,164.4,36.3,Sedentary,Intermediate,Social / Meet People,Extrovert,Urban,2.3,31.0,None,0,0,0,1,5,0,0,0,0,1,3,Chess,Low,Individual,Indoor,Low,100,U00201,4.2,1,1
8,Male,72.7,130.0,43.0,Lightly Active,Intermediate,Social / Meet People,Ambivert,Rural,5.0,6.0,Knee Pain,0,0,0,0,4,0,0,1,2,0,3,Chess,Low,Individual,Indoor,Low,100,U00202,4.0,1,0
16,Male,66.4,176.1,21.4,Lightly Active,Beginner,Social / Meet People,Introvert,Rural,4.8,34.0,Heart Condition,0,0,0,1,3,0,0,1,2,1,3,Chess,Low,Individual,Indoor,Low,100,U00203,4.0,1,1
26,Male,97.6,164.4,36.1,Sedentary,Intermediate,Have Fun,Introvert,Urban,3.7,21.0,Heart Condition,0,0,0,1,4,0,1,1,1,2,5,Chess,Low,Individual,Indoor,Low,100,U00204,4.7,1,1
19,Female,49.2,160.9,19.0,Lightly Active,Beginner,Social / Meet People,Ambivert,Suburban,5.4,34.0,Heart Condition,0,0,1,0,4,2,0,1,2,2,5,Chess,Low,Individual,Indoor,Low,100,U00205,4.0,1,1
25,Female,81.4,160.8,31.5,Lightly Active,Beginner,Social / Meet People,Introvert,Rural,3.1,47.0,Heart Condition,0,0,0,1,4,0,1,1,2,0,4,Chess,Low,Individual,Indoor,Low,100,U00206,4.7,1,1
57,Female,67.2,163.9,25.0,Lightly Active,Beginner,Social / Meet People,Extrovert,Suburban,2.9,47.0,Heart Condition,0,0,1,1,5,2,0,1,2,2,4,Chess,Low,Individual,Indoor,Low,100,U00207,5.0,1,1
36,Female,117.4,162.8,44.3,Lightly Active,Intermediate,Reduce Stress,Introvert,Suburban,3.8,9.0,Asthma,0,0,0,0,5,0,1,0,2,2,4,Chess,Low,Individual,Indoor,Low,100,U00208,4.1,1,1
41,Male,111.5,173.1,37.2,Lightly Active,Intermediate,Reduce Stress,Extrovert,Suburban,4.0,4.0,Heart Condition,0,0,0,1,5,0,1,1,2,2,5,Chess,Low,Individual,Indoor,Low,100,U00209,4.3,1,1
9,Female,70.2,163.7,26.2,Sedentary,Intermediate,Have Fun,Introvert,Suburban,2.6,14.0,Asthma,0,0,1,0,3,2,1,0,1,0,5,Chess,Low,Individual,Indoor,Low,100,U00210,4.8,0,1
66,Female,122.9,168.7,43.2,Sedentary,Advanced,Reduce Stress,Extrovert,Suburban,4.4,20.0,None,0,0,0,1,5,0,0,1,2,0,4,Chess,Low,Individual,Indoor,Low,100,U00211,3.5,1,1
43,Male,104.5,172.3,35.2,Lightly Active,Intermediate,Have Fun,Extrovert,Suburban,4.7,16.0,Asthma,0,0,0,0,5,0,1,0,2,0,5,Chess,Low,Individual,Indoor,Low,100,U00212,4.7,1,1
16,Male,48.4,177.9,15.3,Lightly Active,Beginner,Social / Meet People,Introvert,Urban,2.2,36.0,None,0,0,0,0,5,2,1,0,0,0,4,Chess,Low,Individual,Indoor,Low,100,U00213,3.9,1,1
12,Male,92.7,167.1,33.2,Sedentary,Intermediate,Reduce Stress,Ambivert,Suburban,5.4,19.0,Asthma,0,0,0,0,3,1,0,1,1,0,5,Chess,Low,Individual,Indoor,Low,100,U00214,4.9,1,1
63,Male,91.5,172.9,30.6,Sedentary,Intermediate,Reduce Stress,Introvert,Urban,2.0,40.0,None,0,0,1,1,3,1,0,0,1,2,3,Chess,Low,Individual,Indoor,Low,100,U00215,4.6,1,0
9,Male,94.0,153.3,40.0,Lightly Active,Intermediate,Social / Meet People,Introvert,Rural,1.3,41.0,Back Pain,0,0,1,0,3,1,1,0,0,2,4,Chess,Low,Individual,Indoor,Low,100,U00216,4.0,1,1
31,Female,60.4,168.4,21.3,Sedentary,Advanced,Social / Meet People,Extrovert,Suburban,4.3,13.0,Heart Condition,0,0,1,0,3,0,1,1,0,1,5,Chess,Low,Individual,Indoor,Low,100,U00217,4.1,1,1
10,Male,85.7,147.9,39.2,Sedentary,Advanced,Reduce Stress,Ambivert,Urban,2.8,18.0,Asthma,0,0,1,0,3,2,1,1,2,0,4,Chess,Low,Individual,Indoor,Low,100,U00218,3.8,1,1
49,Male,102.1,183.9,30.2,Sedentary,Beginner,Have Fun,Introvert,Urban,3.0,28.0,Back Pain,0,0,0,1,3,1,0,1,2,0,5,Chess,Low,Individual,Indoor,Low,100,U00219,3.8,1,0
23,Male,71.9,173.5,23.9,Sedentary,Beginner,Social / Meet People,Introvert,Suburban,2.9,24.0,Heart Condition,0,0,0,0,3,1,0,1,1,1,4,Chess,Low,Individual,Indoor,Low,100,U00220,3.9,1,1
61,Male,77.5,174.7,25.4,Lightly Active,Advanced,Reduce Stress,Ambivert,Suburban,1.6,32.0,Back Pain,0,0,1,1,3,1,1,0,1,2,5,Chess,Low,Individual,Indoor,Low,100,U00221,5.0,1,0
54,Female,93.4,157.8,37.5,Lightly Active,Advanced,Have Fun,Introvert,Rural,4.8,44.0,Back Pain,0,0,1,1,5,1,0,0,1,1,5,Chess,Low,Individual,Indoor,Low,100,U00222,3.5,1,1
20,Female,78.2,155.6,32.3,Sedentary,Advanced,Have Fun,Introvert,Urban,1.6,17.0,Knee Pain,0,0,0,0,3,0,1,0,2,2,4,Chess,Low,Individual,Indoor,Low,100,U00223,3.7,1,1
56,Male,116.0,172.9,38.8,Sedentary,Advanced,Have Fun,Ambivert,Rural,5.4,11.0,Knee Pain,0,0,1,1,3,1,1,0,0,0,3,Chess,Low,Individual,Indoor,Low,100,U00224,4.2,0,1
29,Female,55.9,162.7,21.1,Lightly Active,Advanced,Reduce Stress,Introvert,Rural,3.3,9.0,Knee Pain,0,0,0,0,5,2,0,0,1,1,3,Chess,Low,Individual,Indoor,Low,100,U00225,3.7,0,1
47,Female,45.0,162.7,17.0,Lightly Active,Intermediate,Social / Meet People,Introvert,Rural,1.3,32.0,Heart Condition,0,0,1,1,3,0,1,0,0,2,4,Chess,Low,Individual,Indoor,Low,100,U00226,4.0,1,1
36,Male,66.5,175.4,21.6,Lightly Active,Intermediate,Social / Meet People,Ambivert,Suburban,2.9,18.0,Back Pain,0,0,1,0,5,2,1,0,1,1,3,Chess,Low,Individual,Indoor,Low,100,U00227,4.5,1,1
16,Female,45.4,158.4,18.1,Lightly Active,Beginner,Have Fun,Extrovert,Suburban,4.9,38.0,Knee Pain,0,0,1,0,5,0,0,1,0,2,5,Chess,Low,Individual,Indoor,Low,100,U00228,4.1,1,1
35,Male,79.3,176.7,25.4,Lightly Active,Beginner,Reduce Stress,Introvert,Rural,4.0,22.0,Knee Pain,0,0,1,1,3,0,1,1,1,1,3,Chess,Low,Individual,Indoor,Low,100,U00229,3.6,1,1
20,Male,69.8,169.1,24.4,Lightly Active,Beginner,Social / Meet People,Extrovert,Suburban,5.3,36.0,Back Pain,0,0,0,1,3,1,1,1,2,1,5,Chess,Low,Individual,Indoor,Low,100,U00230,4.6,1,1
25,Female,98.5,159.1,38.9,Lightly Active,Intermediate,Reduce Stress,Introvert,Rural,4.2,37.0,Heart Condition,0,0,0,1,3,0,1,1,0,2,5,Chess,Low,Individual,Indoor,Low,100,U00231,4.7,0,1
29,Female,109.8,169.3,38.3,Sedentary,Advanced,Reduce Stress,Extrovert,Urban,4.7,8.0,None,0,0,0,0,4,1,0,0,2,2,3,Chess,Low,Individual,Indoor,Low,100,U00232,4.1,1,1
67,Female,112.4,166.2,40.7,Lightly Active,Intermediate,Have Fun,Extrovert,Rural,3.6,37.0,Heart Condition,0,0,1,1,4,2,0,1,0,1,5,Chess,Low,Individual,Indoor,Low,100,U00233,4.7,1,1
27,Female,113.3,170.0,39.2,Lightly Active,Advanced,Have Fun,Ambivert,Rural,3.9,15.0,Heart Condition,0,0,0,0,5,2,0,0,1,2,4,Chess,Low,Individual,Indoor,Low,100,U00234,4.1,0,1
70,Female,86.5,158.1,34.6,Sedentary,Intermediate,Reduce Stress,Ambivert,Suburban,5.6,35.0,Asthma,0,0,1,0,5,2,1,0,2,0,3,Chess,Low,Individual,Indoor,Low,100,U00235,4.8,1,1
68,Female,86.2,159.0,34.1,Sedentary,Advanced,Reduce Stress,Extrovert,Urban,2.9,11.0,Back Pain,0,0,0,1,5,1,1,0,0,2,5,Chess,Low,Individual,Indoor,Low,100,U00236,4.0,1,1
12,Male,62.2,148.3,28.3,Lightly Active,Intermediate,Have Fun,Extrovert,Suburban,4.0,3.0,Back Pain,0,0,0,1,5,2,1,1,2,2,3,Chess,Low,Individual,Indoor,Low,100,U00237,3.5,1,1
